Subject	journal	impact_factor	Cas
"MATERIALS SCIENCE, MULTIDISCIPLINARY"	JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS	0.588 	Q4
"MATERIALS SCIENCE, MULTIDISCIPLINARY"	International Journal of Nanotechnology	0.578 	Q4
"MATERIALS SCIENCE, MULTIDISCIPLINARY"	MOLECULAR CRYSTALS AND LIQUID CRYSTALS	0.559 	Q4
"MATERIALS SCIENCE, MULTIDISCIPLINARY"	MATERIALWISSENSCHAFT UND WERKSTOFFTECHNIK	0.556 	Q4
"MATERIALS SCIENCE, MULTIDISCIPLINARY"	MATERIALS SCIENCE	0.526 	Q4
"MATERIALS SCIENCE, MULTIDISCIPLINARY"	Science and Technology of Energetic Materials	0.510 	Q4
"MATERIALS SCIENCE, MULTIDISCIPLINARY"	Journal of Friction and Wear	0.489 	Q4
"MATERIALS SCIENCE, MULTIDISCIPLINARY"	SENSORS AND MATERIALS	0.468 	Q4
"MATERIALS SCIENCE, MULTIDISCIPLINARY"	Journal of Materials Education	0.455 	Q4
"MATERIALS SCIENCE, MULTIDISCIPLINARY"	Optoelectronics and Advanced Materials-Rapid Communications	0.452 	Q4
"MATERIALS SCIENCE, MULTIDISCIPLINARY"	HIGH TEMPERATURE MATERIALS AND PROCESSES	0.427 	Q4
"MATERIALS SCIENCE, MULTIDISCIPLINARY"	JOURNAL OF NEW MATERIALS FOR ELECTROCHEMICAL SYSTEMS	0.400 	Q4
"MATERIALS SCIENCE, MULTIDISCIPLINARY"	RARE METAL MATERIALS AND ENGINEERING	0.381 	Q4
"MATERIALS SCIENCE, MULTIDISCIPLINARY"	INFORMACIJE MIDEM-JOURNAL OF MICROELECTRONICS ELECTRONIC COMPONENTS AND MATERIALS	0.356 	Q4
"MATERIALS SCIENCE, MULTIDISCIPLINARY"	LASERS IN ENGINEERING	0.340 	Q4
"MATERIALS SCIENCE, MULTIDISCIPLINARY"	FIBRE CHEMISTRY	0.330 	Q4
"MATERIALS SCIENCE, MULTIDISCIPLINARY"	Emerging Materials Research	0.330 	Q4
"MATERIALS SCIENCE, MULTIDISCIPLINARY"	ADVANCED MATERIALS & PROCESSES	0.290 	Q4
"MATERIALS SCIENCE, MULTIDISCIPLINARY"	Materia-Rio de Janeiro	0.283 	Q4
"MATERIALS SCIENCE, MULTIDISCIPLINARY"	SAMPE JOURNAL	0.167 	Q4
"MATERIALS SCIENCE, MULTIDISCIPLINARY"	ZKG INTERNATIONAL	0.101 	Q4
"MATERIALS SCIENCE, PAPER & WOOD"	CELLULOSE	3.917 	Q1
"MATERIALS SCIENCE, PAPER & WOOD"	HOLZFORSCHUNG	2.579 	Q1
"MATERIALS SCIENCE, PAPER & WOOD"	WOOD SCIENCE AND TECHNOLOGY	1.912 	Q2
"MATERIALS SCIENCE, PAPER & WOOD"	European Journal of Wood and Wood Products	1.901 	Q2
"MATERIALS SCIENCE, PAPER & WOOD"	JOURNAL OF WOOD CHEMISTRY AND TECHNOLOGY	1.880 	Q3
"MATERIALS SCIENCE, PAPER & WOOD"	JOURNAL OF WOOD SCIENCE	1.523 	Q3
"MATERIALS SCIENCE, PAPER & WOOD"	Maderas-Ciencia y Tecnologia	1.445 	Q3
"MATERIALS SCIENCE, PAPER & WOOD"	BioResources	1.396 	Q2
"MATERIALS SCIENCE, PAPER & WOOD"	J-FOR-Journal of Science & Technology for Forest Products and Processes	1.000 	Q4
"MATERIALS SCIENCE, PAPER & WOOD"	NORDIC PULP & PAPER RESEARCH JOURNAL	0.929 	Q3
"MATERIALS SCIENCE, PAPER & WOOD"	CELLULOSE CHEMISTRY AND TECHNOLOGY	0.857 	Q3
"MATERIALS SCIENCE, PAPER & WOOD"	Drewno	0.857 	Q4
"MATERIALS SCIENCE, PAPER & WOOD"	WOOD AND FIBER SCIENCE	0.848 	Q3
"MATERIALS SCIENCE, PAPER & WOOD"	Drvna Industrija	0.776 	Q4
"MATERIALS SCIENCE, PAPER & WOOD"	WOOD RESEARCH	0.642 	Q3
"MATERIALS SCIENCE, PAPER & WOOD"	FOREST PRODUCTS JOURNAL	0.609 	Q4
"MATERIALS SCIENCE, PAPER & WOOD"	TAPPI JOURNAL	0.467 	Q4
"MATERIALS SCIENCE, PAPER & WOOD"	APPITA	0.264 	Q4
"MATERIALS SCIENCE, PAPER & WOOD"	MOKUZAI GAKKAISHI	0.260 	Q4
"MATERIALS SCIENCE, PAPER & WOOD"	PULP & PAPER-CANADA	0.032 	Q4
"MATERIALS SCIENCE, PAPER & WOOD"	WOCHENBLATT FUR PAPIERFABRIKATION	0.006 	Q4
"MATERIALS SCIENCE, TEXTILES"	DYES AND PIGMENTS	4.018 	Q1
"MATERIALS SCIENCE, TEXTILES"	CELLULOSE	3.917 	Q1
"MATERIALS SCIENCE, TEXTILES"	Journal of Industrial Textiles	1.884 	Q2
"MATERIALS SCIENCE, TEXTILES"	TEXTILE RESEARCH JOURNAL	1.613 	Q1
"MATERIALS SCIENCE, TEXTILES"	FIBERS AND POLYMERS	1.439 	Q1
"MATERIALS SCIENCE, TEXTILES"	JOURNAL OF VINYL & ADDITIVE TECHNOLOGY	1.292 	Q3
"MATERIALS SCIENCE, TEXTILES"	Journal of Natural Fibers	1.252 	Q3
"MATERIALS SCIENCE, TEXTILES"	COLORATION TECHNOLOGY	1.241 	Q3
"MATERIALS SCIENCE, TEXTILES"	JOURNAL OF THE TEXTILE INSTITUTE	1.063 	Q2
"MATERIALS SCIENCE, TEXTILES"	Autex Research Journal	0.927 	Q3
"MATERIALS SCIENCE, TEXTILES"	WOOD AND FIBER SCIENCE	0.848 	Q3
"MATERIALS SCIENCE, TEXTILES"	International Journal of Clothing Science and Technology	0.752 	Q3
"MATERIALS SCIENCE, TEXTILES"	AATCC Journal of Research	0.740 	Q4
"MATERIALS SCIENCE, TEXTILES"	JOURNAL OF THE AMERICAN LEATHER CHEMISTS ASSOCIATION	0.685 	Q4
"MATERIALS SCIENCE, TEXTILES"	FIBRES & TEXTILES IN EASTERN EUROPE	0.677 	Q3
"MATERIALS SCIENCE, TEXTILES"	INDIAN JOURNAL OF FIBRE & TEXTILE RESEARCH	0.511 	Q3
"MATERIALS SCIENCE, TEXTILES"	Industria Textila	0.504 	Q4
"MATERIALS SCIENCE, TEXTILES"	Journal of Engineered Fibers and Fabrics	0.474 	Q3
"MATERIALS SCIENCE, TEXTILES"	Journal of Fiber Science and Technology	0.448 	Q4
"MATERIALS SCIENCE, TEXTILES"	AATCC REVIEW	0.364 	Q4
"MATERIALS SCIENCE, TEXTILES"	JOURNAL OF THE SOCIETY OF LEATHER TECHNOLOGISTS AND CHEMISTS	0.333 	Q4
"MATERIALS SCIENCE, TEXTILES"	FIBRE CHEMISTRY	0.330 	Q4
"MATERIALS SCIENCE, TEXTILES"	Tekstil ve Konfeksiyon	0.173 	Q4
"MATERIALS SCIENCE, TEXTILES"	SEN-I GAKKAISHI	0.000 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	BRIEFINGS IN BIOINFORMATICS	9.101 	Q2
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Wiley Interdisciplinary Reviews-Computational Molecular Science	8.127 	Q2
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Research Synthesis Methods	5.043 	Q3
MATHEMATICAL & COMPUTATIONAL BIOLOGY	BIOINFORMATICS	4.531 	Q1
MATHEMATICAL & COMPUTATIONAL BIOLOGY	PLoS Computational Biology	4.428 	Q1
MATHEMATICAL & COMPUTATIONAL BIOLOGY	IEEE Journal of Biomedical and Health Informatics	4.217 	Q1
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Database-The Journal of Biological Databases and Curation	3.683 	Q2
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Frontiers in Neuroinformatics	2.680 	Q2
MATHEMATICAL & COMPUTATIONAL BIOLOGY	BMC BIOINFORMATICS	2.511 	Q2
MATHEMATICAL & COMPUTATIONAL BIOLOGY	GENETIC EPIDEMIOLOGY	2.500 	Q3
MATHEMATICAL & COMPUTATIONAL BIOLOGY	STATISTICAL METHODS IN MEDICAL RESEARCH	2.388 	Q2
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Molecular Informatics	2.375 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Frontiers in Computational Neuroscience	2.323 	Q2
MATHEMATICAL & COMPUTATIONAL BIOLOGY	BioData Mining	2.301 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	SAR AND QSAR IN ENVIRONMENTAL RESEARCH	2.287 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	COMPUTERS IN BIOLOGY AND MEDICINE	2.286 	Q2
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Evolutionary Bioinformatics	2.203 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Computational Intelligence and Neuroscience	2.154 	Q2
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Journal of Mathematical Neuroscience	2.091 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	International Journal for Numerical Methods in Biomedical Engineering	2.082 	Q3
MATHEMATICAL & COMPUTATIONAL BIOLOGY	BIOSTATISTICS	2.050 	Q2
MATHEMATICAL & COMPUTATIONAL BIOLOGY	BMC Systems Biology	2.048 	Q2
MATHEMATICAL & COMPUTATIONAL BIOLOGY	MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING	2.039 	Q3
MATHEMATICAL & COMPUTATIONAL BIOLOGY	JOURNAL OF MATHEMATICAL BIOLOGY	1.940 	Q2
MATHEMATICAL & COMPUTATIONAL BIOLOGY	JOURNAL OF THEORETICAL BIOLOGY	1.875 	Q2
MATHEMATICAL & COMPUTATIONAL BIOLOGY	JOURNAL OF MOLECULAR GRAPHICS & MODELLING	1.863 	Q3
MATHEMATICAL & COMPUTATIONAL BIOLOGY	STATISTICS IN MEDICINE	1.847 	Q2
MATHEMATICAL & COMPUTATIONAL BIOLOGY	BIOMETRICS	1.755 	Q3
MATHEMATICAL & COMPUTATIONAL BIOLOGY	MATHEMATICAL BIOSCIENCES	1.680 	Q3
MATHEMATICAL & COMPUTATIONAL BIOLOGY	BULLETIN OF MATHEMATICAL BIOLOGY	1.643 	Q3
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Journal of Biological Dynamics	1.642 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	BIOMETRIKA	1.641 	Q3
MATHEMATICAL & COMPUTATIONAL BIOLOGY	BIOSYSTEMS	1.623 	Q3
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Algorithms for Molecular Biology	1.585 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Journal of Biomedical Semantics	1.582 	Q3
MATHEMATICAL & COMPUTATIONAL BIOLOGY	JOURNAL OF COMPUTATIONAL NEUROSCIENCE	1.568 	Q3
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Theoretical Biology and Medical Modelling	1.568 	Q3
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Computational and Mathematical Methods in Medicine	1.563 	Q3
MATHEMATICAL & COMPUTATIONAL BIOLOGY	THEORETICAL POPULATION BIOLOGY	1.559 	Q3
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Interdisciplinary Sciences-Computational Life Sciences	1.418 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA	1.400 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	IET Systems Biology	1.392 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Mathematical Biosciences and Engineering	1.313 	Q3
MATHEMATICAL & COMPUTATIONAL BIOLOGY	International Journal of Biostatistics	1.309 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	BIOMETRICAL JOURNAL	1.255 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS	1.203 	Q3
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Current Bioinformatics	1.189 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Mathematical Modelling of Natural Phenomena	0.949 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Statistics in Biopharmaceutical Research	0.920 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	International Journal of Biomathematics	0.894 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	JOURNAL OF COMPUTATIONAL BIOLOGY	0.879 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Journal of Bioinformatics and Computational Biology	0.845 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	JOURNAL OF BIOLOGICAL SYSTEMS	0.839 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	International Journal of Data Mining and Bioinformatics	0.789 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	THEORY IN BIOSCIENCES	0.676 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	ACTA BIOTHEORETICA	0.585 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Statistics and Its Interface	0.573 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Statistical Applications in Genetics and Molecular Biology	0.536 	Q4
MATHEMATICAL & COMPUTATIONAL BIOLOGY	Journal of Medical Imaging and Health Informatics	0.499 	Q4
MATHEMATICS	ACTA NUMERICA	7.417 	Q1
MATHEMATICS	Advances in Nonlinear Analysis	6.636 	Q3
MATHEMATICS	Forum of Mathematics Pi	5.250 	Q4
MATHEMATICS	ANNALS OF MATHEMATICS	4.165 	Q1
MATHEMATICS	JOURNAL OF THE AMERICAN MATHEMATICAL SOCIETY	4.091 	Q1
MATHEMATICS	Fractional Calculus and Applied Analysis	3.514 	Q1
MATHEMATICS	COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS	3.138 	Q1
MATHEMATICS	Journal of Numerical Mathematics	3.107 	Q3
MATHEMATICS	ACTA MATHEMATICA	3.045 	Q1
MATHEMATICS	INVENTIONES MATHEMATICAE	2.906 	Q1
MATHEMATICS	FOUNDATIONS OF COMPUTATIONAL MATHEMATICS	2.540 	Q2
MATHEMATICS	Advances in Calculus of Variations	2.316 	Q4
MATHEMATICS	MEMOIRS OF THE AMERICAN MATHEMATICAL SOCIETY	2.297 	Q1
MATHEMATICS	Publications Mathematiques de l IHES	2.263 	Q2
MATHEMATICS	DUKE MATHEMATICAL JOURNAL	2.199 	Q1
MATHEMATICS	RUSSIAN MATHEMATICAL SURVEYS	2.038 	Q1
MATHEMATICS	CALCOLO	1.981 	Q3
MATHEMATICS	JOURNAL DE MATHEMATIQUES PURES ET APPLIQUEES	1.961 	Q1
MATHEMATICS	JOURNAL OF DIFFERENTIAL EQUATIONS	1.938 	Q1
MATHEMATICS	ANNALES SCIENTIFIQUES DE L ECOLE NORMALE SUPERIEURE	1.932 	Q1
MATHEMATICS	JOURNAL FUR DIE REINE UND ANGEWANDTE MATHEMATIK	1.859 	Q1
MATHEMATICS	Analysis and Mathematical Physics	1.792 	Q4
MATHEMATICS	JOURNAL OF THE EUROPEAN MATHEMATICAL SOCIETY	1.780 	Q1
MATHEMATICS	JOURNAL OF DIFFERENTIAL GEOMETRY	1.759 	Q1
MATHEMATICS	Bulletin of Mathematical Sciences	1.714 	Q4
MATHEMATICS	CALCULUS OF VARIATIONS AND PARTIAL DIFFERENTIAL EQUATIONS	1.652 	Q1
MATHEMATICS	ADVANCED NONLINEAR STUDIES	1.650 	Q3
MATHEMATICS	JOURNAL OF FUNCTIONAL ANALYSIS	1.637 	Q1
MATHEMATICS	Boundary Value Problems	1.637 	Q1
MATHEMATICS	Communications in Number Theory and Physics	1.543 	Q3
MATHEMATICS	REVISTA MATEMATICA IBEROAMERICANA	1.540 	Q2
MATHEMATICS	AMERICAN JOURNAL OF MATHEMATICS	1.527 	Q1
MATHEMATICS	Advances in Difference Equations	1.510 	Q1
MATHEMATICS	GEOMETRIC AND FUNCTIONAL ANALYSIS	1.506 	Q1
MATHEMATICS	GEOMETRY & TOPOLOGY	1.496 	Q2
MATHEMATICS	Iranian Journal of Fuzzy Systems	1.496 	Q3
MATHEMATICS	Forum of Mathematics Sigma	1.484 	Q4
MATHEMATICS	Journal of Dynamics and Differential Equations	1.475 	Q2
MATHEMATICS	Analysis & PDE	1.462 	Q3
MATHEMATICS	INTERNATIONAL MATHEMATICS RESEARCH NOTICES	1.452 	Q1
MATHEMATICS	NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS	1.450 	Q1
MATHEMATICS	Advances in Differential Equations	1.448 	Q2
MATHEMATICS	ADVANCES IN MATHEMATICS	1.435 	Q1
MATHEMATICS	PUBLICACIONS MATEMATIQUES	1.410 	Q3
MATHEMATICS	Journal of the Institute of Mathematics of Jussieu	1.400 	Q3
MATHEMATICS	COMMUNICATIONS IN CONTEMPORARY MATHEMATICS	1.394 	Q2
MATHEMATICS	Kinetic and Related Models	1.380 	Q3
MATHEMATICS	MATHEMATISCHE ANNALEN	1.356 	Q1
MATHEMATICS	BULLETIN OF THE AMERICAN MATHEMATICAL SOCIETY	1.342 	Q1
MATHEMATICS	TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY	1.318 	Q1
MATHEMATICS	Journal of Topology	1.307 	Q3
MATHEMATICS	COMPOSITIO MATHEMATICA	1.301 	Q1
MATHEMATICS	NUMERICAL LINEAR ALGEBRA WITH APPLICATIONS	1.298 	Q2
MATHEMATICS	Mathematical Control and Related Fields	1.292 	Q4
MATHEMATICS	ANNALI DI MATEMATICA PURA ED APPLICATA	1.268 	Q1
MATHEMATICS	FINITE FIELDS AND THEIR APPLICATIONS	1.254 	Q2
MATHEMATICS	Journal of Fixed Point Theory and Applications	1.253 	Q3
MATHEMATICS	Numerical Mathematics-Theory Methods and Applications	1.250 	Q4
MATHEMATICS	Selecta Mathematica-New Series	1.248 	Q2
MATHEMATICS	COMMUNICATIONS IN PARTIAL DIFFERENTIAL EQUATIONS	1.239 	Q1
MATHEMATICS	JOURNAL OF COMPUTATIONAL MATHEMATICS	1.238 	Q2
MATHEMATICS	Analysis and Applications	1.231 	Q3
MATHEMATICS	Journal of Spectral Theory	1.205 	Q4
MATHEMATICS	PROCEEDINGS OF THE LONDON MATHEMATICAL SOCIETY	1.192 	Q1
MATHEMATICS	JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS	1.188 	Q1
MATHEMATICS	Mediterranean Journal of Mathematics	1.181 	Q2
MATHEMATICS	JOURNAL OF EVOLUTION EQUATIONS	1.181 	Q3
MATHEMATICS	Journal of Mathematical Inequalities	1.158 	Q3
MATHEMATICS	CONSTRUCTIVE APPROXIMATION	1.146 	Q2
MATHEMATICS	DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS	1.143 	Q1
MATHEMATICS	COMBINATORICA	1.143 	Q1
MATHEMATICS	JOURNAL OF INEQUALITIES AND APPLICATIONS	1.136 	Q1
MATHEMATICS	JOURNAL OF THE LONDON MATHEMATICAL SOCIETY-SECOND SERIES	1.131 	Q1
MATHEMATICS	Representation Theory	1.114 	Q4
MATHEMATICS	Mathematics	1.105 	Q4
MATHEMATICS	INDIANA UNIVERSITY MATHEMATICS JOURNAL	1.088 	Q1
MATHEMATICS	MATHEMATICAL INEQUALITIES & APPLICATIONS	1.083 	Q2
MATHEMATICS	Electronic Journal of Qualitative Theory of Differential Equations	1.065 	Q2
MATHEMATICS	Dissertationes Mathematicae	1.063 	Q4
MATHEMATICS	SBORNIK MATHEMATICS	1.057 	Q2
MATHEMATICS	Evolution Equations and Control Theory	1.048 	Q4
MATHEMATICS	PROCEEDINGS OF THE ROYAL SOCIETY OF EDINBURGH SECTION A-MATHEMATICS	1.045 	Q2
MATHEMATICS	Mathematical Modelling and Analysis	1.038 	Q4
MATHEMATICS	Science China-Mathematics	1.031 	Q2
MATHEMATICS	POTENTIAL ANALYSIS	1.031 	Q2
MATHEMATICS	IZVESTIYA MATHEMATICS	1.030 	Q3
MATHEMATICS	Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales Serie A-Matematicas	1.028 	Q3
MATHEMATICS	JOURNAL OF APPROXIMATION THEORY	1.022 	Q2
MATHEMATICS	RAMANUJAN JOURNAL	1.010 	Q2
MATHEMATICS	RANDOM STRUCTURES & ALGORITHMS	1.008 	Q2
MATHEMATICS	Journal of Function Spaces	1.005 	Q3
MATHEMATICS	St Petersburg Mathematical Journal	1.000 	Q3
MATHEMATICS	Journal of Mathematical Logic	1.000 	Q4
MATHEMATICS	ACTA MATHEMATICA SCIENTIA	0.992 	Q2
MATHEMATICS	Qualitative Theory of Dynamical Systems	0.986 	Q4
MATHEMATICS	Journal of Symplectic Geometry	0.985 	Q4
MATHEMATICS	LINEAR ALGEBRA AND ITS APPLICATIONS	0.977 	Q2
MATHEMATICS	Journal of Integral Equations and Applications	0.974 	Q4
MATHEMATICS	COMBINATORICS PROBABILITY & COMPUTING	0.970 	Q2
MATHEMATICS	Applicable Analysis and Discrete Mathematics	0.967 	Q4
MATHEMATICS	Revista Matematica Complutense	0.966 	Q3
MATHEMATICS	LINEAR & MULTILINEAR ALGEBRA	0.964 	Q2
MATHEMATICS	JOURNAL OF GEOMETRIC ANALYSIS	0.959 	Q2
MATHEMATICS	JOURNAL OF COMBINATORIAL THEORY SERIES A	0.958 	Q2
MATHEMATICS	ERGODIC THEORY AND DYNAMICAL SYSTEMS	0.940 	Q2
MATHEMATICS	Banach Journal of Mathematical Analysis	0.927 	Q4
MATHEMATICS	COMMUNICATIONS ON PURE AND APPLIED ANALYSIS	0.925 	Q2
MATHEMATICS	Differential and Integral Equations	0.915 	Q2
MATHEMATICS	EUROPEAN JOURNAL OF COMBINATORICS	0.911 	Q2
MATHEMATICS	MATHEMATICAL RESEARCH LETTERS	0.910 	Q2
MATHEMATICS	ARS Mathematica Contemporanea	0.910 	Q4
MATHEMATICS	JOURNAL OF COMBINATORIAL THEORY SERIES B	0.892 	Q2
MATHEMATICS	ASTERISQUE	0.891 	Q2
MATHEMATICS	JOURNAL OF COMPLEXITY	0.888 	Q2
MATHEMATICS	Algebra & Number Theory	0.886 	Q3
MATHEMATICS	JOURNAL OF GRAPH THEORY	0.883 	Q2
MATHEMATICS	Journal of Inverse and Ill-Posed Problems	0.881 	Q3
MATHEMATICS	Aequationes Mathematicae	0.874 	Q2
MATHEMATICS	Results in Mathematics	0.873 	Q2
MATHEMATICS	Bulletin of the Malaysian Mathematical Sciences Society	0.867 	Q3
MATHEMATICS	FORUM MATHEMATICUM	0.867 	Q3
MATHEMATICS	JOURNAL OF ALGEBRAIC GEOMETRY	0.857 	Q2
MATHEMATICS	JOURNAL OF ALGEBRAIC COMBINATORICS	0.854 	Q2
MATHEMATICS	ANNALES DE L INSTITUT FOURIER	0.853 	Q2
MATHEMATICS	MATHEMATISCHE NACHRICHTEN	0.847 	Q2
MATHEMATICS	INDAGATIONES MATHEMATICAE-NEW SERIES	0.846 	Q3
MATHEMATICS	COMMENTARII MATHEMATICI HELVETICI	0.846 	Q2
MATHEMATICS	JOURNAL OF COMBINATORIAL DESIGNS	0.844 	Q3
MATHEMATICS	Topological Methods in Nonlinear Analysis	0.837 	Q2
MATHEMATICS	Collectanea Mathematica	0.836 	Q4
MATHEMATICS	POSITIVITY	0.833 	Q3
MATHEMATICS	MATHEMATISCHE ZEITSCHRIFT	0.832 	Q2
MATHEMATICS	CANADIAN JOURNAL OF MATHEMATICS-JOURNAL CANADIEN DE MATHEMATIQUES	0.830 	Q2
MATHEMATICS	ANNALS OF PURE AND APPLIED LOGIC	0.829 	Q2
MATHEMATICS	Journal of Noncommutative Geometry	0.826 	Q4
MATHEMATICS	COMPUTATIONAL COMPLEXITY	0.822 	Q3
MATHEMATICS	LAW PROBABILITY & RISK	0.821 	Q4
MATHEMATICS	PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY	0.813 	Q2
MATHEMATICS	INTEGRAL TRANSFORMS AND SPECIAL FUNCTIONS	0.812 	Q2
MATHEMATICS	ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN	0.809 	Q4
MATHEMATICS	International Journal of Numerical Analysis and Modeling	0.808 	Q3
MATHEMATICS	MONATSHEFTE FUR MATHEMATIK	0.807 	Q2
MATHEMATICS	JOURNAL OF GEOMETRY AND PHYSICS	0.806 	Q2
MATHEMATICS	Complex Variables and Elliptic Equations	0.806 	Q3
MATHEMATICS	ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA-CLASSE DI SCIENZE	0.802 	Q2
MATHEMATICS	JOURNAL OF PURE AND APPLIED ALGEBRA	0.797 	Q2
MATHEMATICS	JOURNAL OF CONVEX ANALYSIS	0.794 	Q3
MATHEMATICS	Filomat	0.789 	Q2
MATHEMATICS	ADVANCES IN GEOMETRY	0.789 	Q4
MATHEMATICS	Mathematical Communications	0.786 	Q4
MATHEMATICS	TRANSFORMATION GROUPS	0.784 	Q3
MATHEMATICS	ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA	0.782 	Q2
MATHEMATICS	BULLETIN OF THE LONDON MATHEMATICAL SOCIETY	0.767 	Q2
MATHEMATICS	ISRAEL JOURNAL OF MATHEMATICS	0.764 	Q2
MATHEMATICS	ELECTRONIC JOURNAL OF COMBINATORICS	0.762 	Q2
MATHEMATICS	STUDIA MATHEMATICA	0.750 	Q2
MATHEMATICS	Asian Journal of Mathematics	0.747 	Q3
MATHEMATICS	Moscow Mathematical Journal	0.746 	Q3
MATHEMATICS	BULLETIN OF SYMBOLIC LOGIC	0.742 	Q4
MATHEMATICS	DISCRETE & COMPUTATIONAL GEOMETRY	0.741 	Q3
MATHEMATICS	Discussiones Mathematicae Graph Theory	0.741 	Q3
MATHEMATICS	SIBERIAN MATHEMATICAL JOURNAL	0.738 	Q3
MATHEMATICS	MATHEMATICAL PROCEEDINGS OF THE CAMBRIDGE PHILOSOPHICAL SOCIETY	0.737 	Q3
MATHEMATICS	EXPERIMENTAL MATHEMATICS	0.731 	Q3
MATHEMATICS	Review of Symbolic Logic	0.731 	Q4
MATHEMATICS	DISCRETE MATHEMATICS	0.728 	Q3
MATHEMATICS	Open Mathematics	0.726 	Q4
MATHEMATICS	JOURNAL D ANALYSE MATHEMATIQUE	0.718 	Q3
MATHEMATICS	FUNCTIONAL ANALYSIS AND ITS APPLICATIONS	0.712 	Q3
MATHEMATICS	Complex Analysis and Operator Theory	0.711 	Q3
MATHEMATICS	Algebraic and Geometric Topology	0.709 	Q3
MATHEMATICS	Analysis Mathematica	0.702 	Q4
MATHEMATICS	Proceedings of the Steklov Institute of Mathematics	0.700 	Q3
MATHEMATICS	BULLETIN DE LA SOCIETE MATHEMATIQUE DE FRANCE	0.696 	Q3
MATHEMATICS	COMMUNICATIONS IN ANALYSIS AND GEOMETRY	0.694 	Q3
MATHEMATICS	Computational Methods and Function Theory	0.692 	Q4
MATHEMATICS	Documenta Mathematica	0.691	Q3
MATHEMATICS	PUBLICATIONES MATHEMATICAE-DEBRECEN	0.691 	Q3
MATHEMATICS	Electronic Journal of Differential Equations	0.690 	Q3
MATHEMATICS	Rendiconti Lincei-Matematica e Applicazioni	0.690 	Q4
MATHEMATICS	MATHEMATIKA	0.689 	Q3
MATHEMATICS	JOURNAL OF NUMBER THEORY	0.684 	Q3
MATHEMATICS	TAIWANESE JOURNAL OF MATHEMATICS	0.679 	Q3
MATHEMATICS	INTERFACES AND FREE BOUNDARIES	0.675 	Q4
MATHEMATICS	ALGEBRA UNIVERSALIS	0.667 	Q3
MATHEMATICS	JOURNAL OF OPERATOR THEORY	0.667 	Q3
